Id,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls_per90,Ast_per90,G-PK_per90,CrdY_per90,CrdR_per90,xG_per90,npxG_per90,xAG_per90,PrgC_per90,PrgP_per90,PrgR_per90,Sh_per90,SoT_per90,KP_per90,Tkl_per90,TklW_per90,Int_per90,Clr_per90,Err_per90,Touches_per90,Tkld_per90,Mis_per90,Dis_per90,Fls_per90,PKwon_per90,PKcon_per90,OG_per90,Recov_per90,GA_per90,Saves_per90,Save%_per90,CS_per90,PKA_per90,PKsv_per90,market_value_in_eur
514,Saúl Coco,gq EQG,DF,Torino,it Serie A,26.0,1999.0,26,26,2340,0.07692307692307693,0.0,0.07692307692307693,0.34615384615384615,0.0,0.038461538461538464,0.038461538461538464,0.0,0.5769230769230769,2.3461538461538463,0.11538461538461539,0.5769230769230769,0.15384615384615385,0.0,1.423076923076923,0.7307692307692308,1.3846153846153846,4.653846153846153,0.15384615384615385,58.96153846153846,0.038461538461538464,0.4230769230769231,0.07692307692307693,1.807692307692308,0.0,0.0,0.038461538461538464,2.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,14000000.0
515,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,36.0,1988.0,3,2,197,0.0,0.0,0.0,0.45685279187817257,0.0,0.27411167512690354,0.27411167512690354,0.0,0.45685279187817257,3.6548223350253806,0.9137055837563451,0.45685279187817257,0.45685279187817257,0.0,0.9137055837563451,0.45685279187817257,0.45685279187817257,3.197969543147208,0.0,45.68527918781726,0.45685279187817257,0.45685279187817257,0.45685279187817257,0.0,0.0,0.0,0.0,3.197969543147208,0.0,0.0,0.0,0.0,0.0,0.0,500000.0
516,Nathan Collins,ie IRL,DF,Brentford,eng Premier League,23.0,2001.0,28,28,2520,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.14285714285714285,0.0,0.08214285714285714,0.08214285714285714,0.05,0.8214285714285715,3.6071428571428577,0.6071428571428572,0.5357142857142857,0.17857142857142855,0.25,1.1071428571428572,0.6428571428571428,0.8571428571428572,6.035714285714286,0.07142857142857142,67.0,0.10714285714285715,0.39285714285714285,0.25,0.75,0.07142857142857142,0.0,0.0,4.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,28000000.0
517,Nnamdi Collins,de GER,DF,Eint Frankfurt,de Bundesliga,21.0,2004.0,16,12,1098,0.08196721311475409,0.08196721311475409,0.08196721311475409,0.08196721311475409,0.0,0.01639344262295082,0.01639344262295082,0.08196721311475409,1.639344262295082,3.9344262295081966,2.2131147540983607,0.08196721311475409,0.08196721311475409,0.16393442622950818,1.7213114754098362,1.2295081967213115,1.0655737704918034,4.59016393442623,0.2459016393442623,68.77049180327869,1.2295081967213115,0.819672131147541,0.4918032786885246,1.3114754098360655,0.0,0.0,0.0,4.59016393442623,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0
518,Toby Collyer,eng ENG,MF,Manchester Utd,eng Premier League,21.0,2004.0,5,0,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19424460431654675,0.0,3.237410071942446,1.2949640287769786,0.0,0.0,1.2949640287769786,5.179856115107914,4.532374100719425,0.0,1.2949640287769786,0.0,58.92086330935252,0.0,4.532374100719425,0.6474820143884893,1.2949640287769786,0.0,0.0,0.0,6.474820143884892,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0
519,Lorenzo Colombo,it ITA,"FW,MF",Empoli,it Serie A,23.0,2002.0,28,24,1909,0.23572551073860662,0.09429020429544265,0.1885804085908853,0.14143530644316396,0.0,0.2592980618124673,0.22629649030906232,0.11786275536930331,1.0843373493975905,1.6972236773179676,4.6673651126244105,2.3101100052383448,0.7543216343635412,0.8014667365112624,1.0843373493975905,0.5657412257726558,0.09429020429544265,0.6600314300680985,0.04714510214772132,34.133053954950235,1.0371922472498691,3.3473022524882134,2.1215295966474597,1.7915138816134102,0.0,0.0,0.0,2.8287061288632795,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0
520,Andrea Colpani,it ITA,"FW,MF",Fiorentina,it Serie A,25.0,1999.0,22,18,1396,0.12893982808022922,0.06446991404011461,0.12893982808022922,0.06446991404011461,0.0,0.17406876790830947,0.17406876790830947,0.083810888252149,2.3853868194842405,3.6103151862464187,8.12320916905444,2.3209169054441263,0.7736389684813754,1.0959885386819483,0.9670487106017192,0.5802292263610316,0.5802292263610316,0.6446991404011462,0.0,37.843839541547275,0.83810888252149,1.6117478510028653,1.4183381088825215,1.3538681948424067,0.0,0.0,0.0,2.9011461318051572,0.0,0.0,0.0,0.0,0.0,0.0,16000000.0
521,Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,22.0,2003.0,26,26,2339,0.038477982043608375,0.038477982043608375,0.038477982043608375,0.23086789226165028,0.0,0.02693458743052586,0.02693458743052586,0.04232578024796922,0.38477982043608383,4.155622060709705,0.26934587430525864,0.38477982043608383,0.07695596408721675,0.46173578452330055,1.2697734074390765,0.8465156049593844,1.0389055151774262,3.1167165455322787,0.11543394613082514,86.38306968790081,0.11543394613082514,0.3463018383924754,0.23086789226165028,1.115861479264643,0.0,0.038477982043608375,0.0,3.1936725096194953,0.0,0.0,0.0,0.0,0.0,0.0,55000000.0
522,Florinel Coman,ro ROU,"FW,MF",Cagliari,it Serie A,26.0,1998.0,5,1,134,0.6716417910447761,0.0,0.6716417910447761,0.6716417910447761,0.0,0.06716417910447761,0.06716417910447761,0.0,2.014925373134328,2.014925373134328,8.73134328358209,2.014925373134328,0.6716417910447761,0.0,2.6865671641791042,2.014925373134328,0.6716417910447761,0.0,0.0,42.3134328358209,0.6716417910447761,4.029850746268656,2.6865671641791042,3.3582089552238803,0.0,0.0,0.0,6.044776119402985,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0
523,Kingsley Coman,fr FRA,FW,Bayern Munich,de Bundesliga,28.0,1996.0,22,11,1039,0.34648700673724736,0.34648700673724736,0.34648700673724736,0.0,0.0,0.32916265640038495,0.32916265640038495,0.2771896053897979,4.764196342637151,3.5514918190567855,15.50529355149182,3.29162656400385,1.2993262752646775,2.598652550529355,1.2993262752646775,0.8662175168431183,0.6063522617901829,1.2127045235803657,0.0,65.83253128007699,2.4254090471607315,1.992300288739172,1.2127045235803657,0.6063522617901829,0.0,0.0,0.0,4.24446583253128,0.0,0.0,0.0,0.0,0.0,0.0,35000000.0
524,Eray Cömert,ch SUI,"DF,MF",Valladolid,es La Liga,27.0,1998.0,18,14,1189,0.0,0.0,0.0,0.37846930193439865,0.0,0.03784693019343986,0.03784693019343986,0.0,0.5298570227081582,2.6492851135407904,0.3027754415475189,0.6055508830950378,0.0,0.0,1.2867956265769556,0.8326324642556769,1.135407905803196,3.027754415475189,0.07569386038687972,55.6349873843566,0.0,0.7569386038687973,0.15138772077375945,1.0597140454163163,0.0,0.0,0.0,2.3465096719932714,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0
525,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,28.0,1996.0,24,20,1672,0.16148325358851676,0.10765550239234449,0.16148325358851676,0.26913875598086123,0.0,0.14533492822966507,0.14533492822966507,0.07535885167464114,1.5610047846889952,6.028708133971292,2.099282296650718,1.076555023923445,0.21531100478468898,1.076555023923445,2.5299043062200957,1.6686602870813396,0.7535885167464115,1.6148325358851674,0.053827751196172245,62.44019138755981,0.5921052631578947,1.4533492822966507,1.7224880382775118,1.4533492822966507,0.0,0.0,0.0,5.651913875598086,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0
526,Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,20.0,2005.0,24,21,1903,0.0,0.0,0.0,0.23646873357856016,0.0,0.018917498686284815,0.018917498686284815,0.023646873357856014,0.2837624802942722,2.695743562795586,0.18917498686284812,0.18917498686284812,0.04729374671571203,0.18917498686284812,1.7025748817656334,0.8039936941671046,1.1350499211770888,4.492905937992643,0.18917498686284812,61.10352075669995,0.04729374671571203,0.6148187073042565,0.18917498686284812,0.9931686810299528,0.0,0.0,0.0,3.2632685233841308,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0
527,Francisco Conceição,pt POR,FW,Juventus,it Serie A,22.0,2002.0,18,10,1010,0.26732673267326734,0.26732673267326734,0.26732673267326734,0.44554455445544555,0.0891089108910891,0.1425742574257426,0.1425742574257426,0.3386138613861386,6.237623762376238,2.1386138613861387,10.514851485148515,2.405940594059406,0.9801980198019802,1.693069306930693,1.3366336633663365,0.7128712871287128,0.3564356435643564,0.3564356435643564,0.0,48.20792079207921,2.5841584158415842,2.0495049504950495,1.4257425742574257,1.693069306930693,0.0,0.0,0.0,3.118811881188119,0.0,0.0,0.0,0.0,0.0,0.0,36000000.0
528,Diego Conde,es ESP,GK,Villarreal,es La Liga,26.0,1998.0,20,20,1782,0.0,0.05050505050505051,0.0,0.10101010101010102,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.10101010101010102,0.10101010101010102,0.10101010101010102,0.05050505050505051,0.4545454545454546,0.10101010101010102,32.27272727272727,0.0,0.05050505050505051,0.0,0.0,0.0,0.0,0.0,1.3131313131313131,1.4646464646464645,2.7777777777777777,3.4696969696969697,0.10101010101010102,0.15151515151515152,0.0,10000000.0
529,Tomás Conechny,ar ARG,"FW,MF",Alavés,es La Liga,26.0,1998.0,14,9,701,0.12838801711840228,0.0,0.12838801711840228,0.5135520684736091,0.0,0.29529243937232524,0.29529243937232524,0.025677603423680456,1.5406562054208275,1.7974322396576319,6.804564907275322,2.4393723252496433,1.0271041369472182,0.7703281027104137,1.2838801711840229,0.8987161198288159,0.6419400855920114,0.8987161198288159,0.0,47.631954350927245,0.7703281027104137,3.081312410841655,1.0271041369472182,2.9529243937232525,0.0,0.0,0.0,4.365192582025678,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0
530,Alois Confais,fr FRA,MF,Le Havre,fr Ligue 1,28.0,1996.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0
531,Sirlord Conteh,de GER,"FW,MF",Heidenheim,de Bundesliga,28.0,1996.0,23,3,688,0.0,0.1308139534883721,0.0,0.1308139534883721,0.0,0.09156976744186046,0.09156976744186046,0.19622093023255813,3.008720930232558,2.354651162790698,7.718023255813954,0.9156976744186047,0.39244186046511625,1.3081395348837208,1.177325581395349,0.6540697674418604,0.1308139534883721,0.7848837209302325,0.0,31.13372093023256,0.6540697674418604,2.2238372093023253,1.0465116279069768,0.5232558139534884,0.0,0.0,0.0,2.0930232558139537,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0
532,Lewis Cook,eng ENG,"MF,DF",Bournemouth,eng Premier League,28.0,1997.0,27,25,2302,0.03909643788010426,0.11728931364031278,0.03909643788010426,0.23457862728062556,0.0,0.023457862728062554,0.023457862728062554,0.14074717636837533,1.0947002606429193,5.199826238053866,1.5247610773240658,0.4300608166811469,0.11728931364031278,1.6029539530842745,2.580364900086881,1.4465682015638575,1.4074717636837533,1.993918331885317,0.0,58.17549956559513,0.23457862728062556,1.0165073848827109,0.5473501303214596,1.6811468288444829,0.0,0.03909643788010426,0.0,5.78627280625543,0.0,0.0,0.0,0.0,0.0,0.0,14000000.0
533,Copete,es ESP,DF,Mallorca,es La Liga,25.0,1999.0,18,9,929,0.0,0.0,0.0,0.48439181916038754,0.0,0.038751345532831,0.038751345532831,0.0,0.6781485468245425,2.518837459634015,0.193756727664155,0.38751345532831,0.193756727664155,0.0,1.55005382131324,0.9687836383207751,0.77502691065662,7.072120559741658,0.0968783638320775,57.255113024757804,0.0,0.193756727664155,0.0,1.743810548977395,0.0,0.0,0.0,1.743810548977395,0.0,0.0,0.0,0.0,0.0,0.0,
534,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,21.0,2003.0,25,24,2117,0.042512990080302314,0.0,0.042512990080302314,0.3826169107227208,0.0,0.021256495040151157,0.021256495040151157,0.004251299008030231,0.17005196032120926,1.6580066131317903,0.08502598016060463,0.2975909305621162,0.08502598016060463,0.12753897024090696,2.2531884742560226,1.1903637222484649,2.3382144544166272,5.3141237600377895,0.042512990080302314,48.29475673122343,0.12753897024090696,0.2550779404818139,0.12753897024090696,1.4454416627302786,0.0,0.0,0.0,2.593292394898441,0.0,0.0,0.0,0.0,0.0,0.0,7500000.0
535,Francis Coquelin,fr FRA,"MF,FW",Nantes,fr Ligue 1,33.0,1991.0,2,1,46,0.0,1.9565217391304348,0.0,0.0,0.0,0.9782608695652174,0.9782608695652174,1.7608695652173914,0.0,5.869565217391304,1.9565217391304348,3.9130434782608696,0.0,3.9130434782608696,5.869565217391304,1.9565217391304348,5.869565217391304,1.9565217391304348,0.0,46.95652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9130434782608696,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0
536,Iker Córdoba,es ESP,DF,Valencia,es La Liga,19.0,2005.0,2,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,
537,Derek Cornelius,ca CAN,DF,Marseille,fr Ligue 1,27.0,1997.0,16,13,1081,0.0,0.0,0.0,0.7493061979648474,0.16651248843663274,0.0666049953746531,0.0666049953746531,0.008325624421831638,0.666049953746531,4.0795559666975025,0.8325624421831638,0.5827937095282146,0.08325624421831637,0.24976873265494912,1.581868640148011,1.0823311748381128,0.9158186864014801,3.2469935245143384,0.0,98.32562442183165,0.16651248843663274,0.5827937095282146,0.16651248843663274,1.8316373728029602,0.0,0.08325624421831637,0.0,3.829787234042553,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0
538,Maxwel Cornet,ci CIV,"FW,MF",Genoa,it Serie A,28.0,1996.0,6,2,237,0.7594936708860759,0.37974683544303794,0.7594936708860759,0.0,0.0,0.37974683544303794,0.37974683544303794,0.22784810126582278,3.0379746835443036,1.5189873417721518,9.873417721518988,1.8987341772151898,1.139240506329114,1.8987341772151898,0.7594936708860759,0.37974683544303794,0.7594936708860759,0.37974683544303794,0.0,36.075949367088604,1.5189873417721518,1.8987341772151898,1.139240506329114,0.0,0.0,0.0,0.0,4.936708860759494,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0
538,Maxwel Cornet,ci CIV,FW,Southampton,eng Premier League,28.0,1996.0,2,1,72,0.0,0.0,0.0,1.25,0.0,0.25,0.25,0.0,1.25,0.0,6.25,1.25,0.0,0.0,6.25,6.25,0.0,2.5,0.0,42.5,1.25,3.75,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0
539,Pierre Cornud,fr FRA,DF,Saint-Étienne,fr Ligue 1,28.0,1996.0,11,7,576,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.046875,1.7187500000000002,2.96875,2.65625,0.0,0.0,0.46875,1.875,1.5625,1.40625,4.375,0.15625,62.03125000000001,0.78125,0.625,0.3125,1.5625,0.0,0.15625,0.0,5.15625,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0
540,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,30.0,1995.0,25,3,694,0.3890489913544669,0.12968299711815562,0.3890489913544669,0.3890489913544669,0.12968299711815562,0.5446685878962536,0.5446685878962536,0.15561959654178675,2.723342939481268,2.723342939481268,8.559077809798271,3.890489913544669,1.5561959654178676,1.037463976945245,0.9077809798270894,0.12968299711815562,0.5187319884726225,0.9077809798270894,0.0,46.29682997118156,2.4639769452449567,3.2420749279538907,1.8155619596541788,1.8155619596541788,0.0,0.0,0.0,4.409221902017291,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0
541,Joaquín Correa,ar ARG,"FW,MF",Inter,it Serie A,30.0,1994.0,9,2,252,0.3571428571428571,0.7142857142857142,0.3571428571428571,0.3571428571428571,0.0,0.2857142857142857,0.2857142857142857,0.49999999999999994,2.142857142857143,5.357142857142857,6.071428571428571,1.7857142857142856,0.7142857142857142,1.4285714285714284,1.7857142857142856,0.3571428571428571,0.0,0.7142857142857142,0.0,52.85714285714286,0.3571428571428571,1.4285714285714284,1.0714285714285714,1.4285714285714284,0.0,0.0,0.0,4.642857142857142,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0
542,Thierry Correia,pt POR,DF,Valencia,es La Liga,26.0,1999.0,11,9,768,0.0,0.0,0.0,0.1171875,0.0,0.03515625,0.03515625,0.03515625,1.875,5.15625,5.625,0.8203125,0.3515625,0.5859375,3.1640625,2.109375,0.46875,2.109375,0.0,65.0390625,1.40625,1.9921875,0.0,1.7578125,0.0,0.0,0.0,4.453125,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0
543,Alberto costa,pt POR,DF,Juventus,it Serie A,21.0,2003.0,2,0,67,0.0,0.0,0.0,0.0,0.0,0.13432835820895522,0.13432835820895522,0.0,1.3432835820895521,6.716417910447761,12.08955223880597,2.6865671641791042,0.0,0.0,5.3731343283582085,2.6865671641791042,0.0,1.3432835820895521,0.0,102.08955223880596,6.716417910447761,2.6865671641791042,0.0,4.029850746268656,0.0,0.0,0.0,4.029850746268656,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0
544,Coba da Costa,es ESP,"MF,FW",Getafe,es La Liga,22.0,2002.0,10,8,647,0.1391035548686244,0.1391035548686244,0.1391035548686244,0.41731066460587324,0.0,0.0973724884080371,0.0973724884080371,0.08346213292117464,3.338485316846986,1.2519319938176199,5.981452859350851,1.669242658423493,0.6955177743431221,0.5564142194744977,2.7820710973724885,1.3910355486862442,0.6955177743431221,0.5564142194744977,0.0,39.50540958268934,2.3647604327666154,2.5038639876352398,2.0865533230293662,0.6955177743431221,0.0,0.0,0.0,3.338485316846986,0.0,0.0,0.0,0.0,0.0,0.0,200000.0
545,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,31.0,1993.0,16,16,1261,0.0,0.07137192704203013,0.0,0.0,0.0,0.007137192704203014,0.007137192704203014,0.028548770816812057,0.7137192704203013,4.353687549563839,1.070578905630452,0.14274385408406026,0.0,0.4282315622521808,2.2125297383029343,1.2846946867565423,0.8564631245043616,4.4964314036478985,0.14274385408406026,67.08961141950833,0.49960348929421095,1.2133227597145124,0.2854877081681205,0.9278350515463918,0.0,0.0,0.0,4.9960348929421095,0.0,0.0,0.0,0.0,0.0,0.0,800000.0
546,David Costa,pt POR,"MF,FW",Lens,fr Ligue 1,24.0,2001.0,11,3,352,0.0,0.0,0.0,0.0,0.2556818181818182,0.3068181818181818,0.3068181818181818,0.10227272727272729,3.5795454545454546,6.136363636363636,5.113636363636363,2.3011363636363638,0.5113636363636364,1.534090909090909,0.5113636363636364,0.0,0.2556818181818182,0.0,0.0,51.13636363636364,1.7897727272727273,2.8125,1.2784090909090908,0.7670454545454545,0.2556818181818182,0.0,0.0,2.5568181818181817,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0
547,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,23.0,2001.0,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,0.0,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0
547,Logan Costa,cv CPV,DF,Villarreal,es La Liga,23.0,2001.0,20,18,1603,0.11228945726762321,0.0,0.11228945726762321,0.11228945726762321,0.0,0.03368683718028696,0.03368683718028696,0.01684341859014348,1.0106051154086089,3.986275733000624,0.5053025577043044,0.561447286338116,0.22457891453524642,0.11228945726762321,1.6281971303805365,0.8983156581409857,0.6737367436057392,3.537117903930131,0.056144728633811605,63.499688084840926,0.056144728633811605,0.22457891453524642,0.0,0.6737367436057392,0.056144728633811605,0.11228945726762321,0.0,3.537117903930131,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0
548,Samu Costa,pt POR,MF,Mallorca,es La Liga,24.0,2000.0,22,21,1797,0.0,0.1001669449081803,0.0,0.3005008347245409,0.05008347245409015,0.08514190317195326,0.08514190317195326,0.055091819699499174,0.7512520868113522,3.956594323873122,2.6043405676126876,1.3021702838063438,0.4006677796327212,0.5509181969949917,3.005008347245409,1.4023372287145242,1.1018363939899833,2.954924874791319,0.0,63.455759599332225,0.5008347245409015,1.4023372287145242,1.2520868113522536,1.702838063439065,0.0,0.0,0.0,4.106844741235393,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0
549,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,25.0,1999.0,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,85.7,0.0,0.0,0.0,400000.0
550,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,32.0,1992.0,15,8,736,0.0,0.0,0.0,0.24456521739130435,0.0,0.024456521739130436,0.024456521739130436,0.0733695652173913,1.345108695652174,3.423913043478261,2.5679347826086953,0.4891304347826087,0.12228260869565218,0.733695652173913,1.7119565217391306,1.1005434782608696,0.733695652173913,3.546195652173913,0.12228260869565218,59.184782608695656,0.24456521739130435,0.9782608695652174,0.6114130434782609,2.078804347826087,0.0,0.0,0.12228260869565218,2.934782608695652,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0
551,Lassana Coulibaly,ml MLI,MF,Lecce,it Serie A,28.0,1996.0,28,20,1902,0.0,0.0,0.0,0.0946372239747634,0.0,0.00946372239747634,0.00946372239747634,0.02365930599369085,0.3312302839116719,2.9810725552050474,1.0410094637223974,0.14195583596214512,0.0473186119873817,0.3785488958990536,1.5615141955835963,0.8990536277602524,0.7097791798107255,1.5615141955835963,0.0,42.72870662460568,0.5205047318611987,0.9936908517350158,0.6151419558359621,1.277602523659306,0.0473186119873817,0.0473186119873817,0.0,5.0157728706624605,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0
552,Lasso Coulibaly,gh GHA,"FW,MF",Auxerre,fr Ligue 1,22.0,2002.0,2,0,38,2.3684210526315788,0.0,2.3684210526315788,0.0,0.0,0.47368421052631576,0.47368421052631576,0.0,0.0,0.0,7.105263157894736,4.7368421052631575,2.3684210526315788,0.0,0.0,0.0,0.0,0.0,0.0,35.526315789473685,2.3684210526315788,2.3684210526315788,0.0,0.0,0.0,0.0,0.0,2.3684210526315788,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0
553,Mamadou Coulibaly,fr FRA,MF,Monaco,fr Ligue 1,20.0,2004.0,1,0,8,0.0,0.0,0.0,0.0,0.0,1.125,1.125,0.0,0.0,0.0,11.25,11.25,0.0,0.0,11.25,0.0,0.0,0.0,0.0,101.25,0.0,11.25,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0
554,Soumaïla Coulibaly,fr FRA,DF,Brest,fr Ligue 1,21.0,2003.0,7,5,438,0.0,0.0,0.0,0.2054794520547945,0.0,0.04109589041095891,0.04109589041095891,0.020547945205479454,0.2054794520547945,3.287671232876712,0.0,0.821917808219178,0.0,0.2054794520547945,0.821917808219178,0.410958904109589,1.0273972602739725,5.342465753424658,0.0,76.02739726027397,0.410958904109589,0.6164383561643836,0.0,2.4657534246575343,0.2054794520547945,0.0,0.0,3.9041095890410955,0.0,0.0,0.0,0.0,0.0,0.0,9000000.0
555,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,fr Ligue 1,24.0,2001.0,16,8,735,0.24489795918367346,0.0,0.24489795918367346,0.3673469387755102,0.24489795918367346,0.30612244897959184,0.30612244897959184,0.07346938775510203,4.163265306122449,1.2244897959183674,6.979591836734694,2.4489795918367347,1.1020408163265305,1.346938775510204,1.5918367346938778,1.1020408163265305,0.6122448979591837,0.12244897959183673,0.0,38.44897959183673,0.8571428571428572,4.040816326530612,1.7142857142857144,2.8163265306122454,0.0,0.12244897959183673,0.0,4.8979591836734695,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0
556,Woyo Coulibaly,fr FRA,DF,Leicester City,eng Premier League,25.0,1999.0,4,1,109,0.0,0.0,0.0,0.8256880733944955,0.0,0.0,0.0,0.0,3.302752293577982,2.4770642201834865,1.651376146788991,1.651376146788991,0.8256880733944955,0.0,4.954128440366973,3.302752293577982,4.128440366972478,0.8256880733944955,0.0,62.75229357798165,0.8256880733944955,3.302752293577982,0.0,1.651376146788991,0.0,0.0,0.0,11.559633027522937,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0
556,Woyo Coulibaly,fr FRA,DF,Parma,it Serie A,25.0,1999.0,14,12,1084,0.0,0.08302583025830258,0.0,0.08302583025830258,0.08302583025830258,0.008302583025830259,0.008302583025830259,0.07472324723247233,2.988929889298893,3.404059040590406,1.9095940959409594,0.24907749077490773,0.0,0.6642066420664207,1.0793357933579337,0.8302583025830258,0.6642066420664207,2.0756457564575648,0.0,58.616236162361616,0.6642066420664207,1.577490774907749,0.9132841328413284,0.9963099630996309,0.08302583025830258,0.0,0.08302583025830258,4.981549815498155,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0
557,Marius Courcoul,fr FRA,"DF,MF",Angers,fr Ligue 1,18.0,2007.0,3,0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.864864864864865,7.297297297297297,0.0,0.0,0.0,2.4324324324324325,0.0,0.0,2.4324324324324325,0.0,99.72972972972973,0.0,2.4324324324324325,0.0,0.0,0.0,0.0,0.0,4.864864864864865,0.0,0.0,0.0,0.0,0.0,0.0,
558,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,32.0,1992.0,23,23,2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.4782608695652174,0.043478260869565216,36.56521739130435,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,1.6956521739130437,0.9130434782608695,1.9130434782608696,3.126086956521739,0.34782608695652173,0.13043478260869565,0.0,25000000.0
559,Yan Couto,br BRA,DF,Dortmund,de Bundesliga,22.0,2002.0,17,6,756,0.0,0.0,0.0,0.47619047619047616,0.0,0.02380952380952381,0.02380952380952381,0.09523809523809525,4.8809523809523805,6.904761904761904,8.452380952380953,0.5952380952380952,0.23809523809523808,1.1904761904761905,2.5,1.6666666666666665,0.9523809523809523,3.214285714285714,0.23809523809523808,90.95238095238096,1.5476190476190474,1.5476190476190474,0.3571428571428571,1.0714285714285714,0.0,0.0,0.0,5.952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0
560,Nicolas Cozza,fr FRA,DF,Nantes,fr Ligue 1,26.0,1999.0,20,17,1485,0.06060606060606061,0.0,0.06060606060606061,0.12121212121212122,0.06060606060606061,0.07272727272727272,0.07272727272727272,0.08484848484848484,1.2727272727272727,3.0303030303030303,2.242424242424242,0.7272727272727273,0.24242424242424243,0.36363636363636365,2.3030303030303028,1.6363636363636362,1.0303030303030303,2.909090909090909,0.0,47.81818181818181,0.6060606060606061,1.393939393939394,0.30303030303030304,0.7878787878787878,0.06060606060606061,0.0,0.0,2.909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0
